metric_name,clickhouse_name,source_table,proposed_tier,tier_type,category
clickhouse.events.HTTPConnectionsElapsedMicroseconds,HTTPConnectionsElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.IcebergIteratorInitializationMicroseconds,IcebergIteratorInitializationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.IcebergMetadataReadWaitTimeMicroseconds,IcebergMetadataReadWaitTimeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.IcebergMetadataUpdateMicroseconds,IcebergMetadataUpdateMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.LocalReadThrottlerSleepMicroseconds,LocalReadThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.LocalThreadPoolBusyMicroseconds,LocalThreadPoolBusyMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.LocalThreadPoolJobWaitTimeMicroseconds,LocalThreadPoolJobWaitTimeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolLockWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.LocalThreadPoolThreadCreationMicroseconds,LocalThreadPoolThreadCreationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.LocalWriteThrottlerSleepMicroseconds,LocalWriteThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.LoggerElapsedNanoseconds,LoggerElapsedNanoseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeExecuteMilliseconds,MergeExecuteMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeHorizontalStageExecuteMilliseconds,MergeHorizontalStageExecuteMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeHorizontalStageTotalMilliseconds,MergeHorizontalStageTotalMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeMutateBackgroundExecutorTaskCancelMicroseconds,MergeMutateBackgroundExecutorTaskCancelMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,MergeMutateBackgroundExecutorTaskExecuteStepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeMutateBackgroundExecutorTaskResetMicroseconds,MergeMutateBackgroundExecutorTaskResetMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeMutateBackgroundExecutorWaitMicroseconds,MergeMutateBackgroundExecutorWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergePrewarmStageExecuteMilliseconds,MergePrewarmStageExecuteMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergePrewarmStageTotalMilliseconds,MergePrewarmStageTotalMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeProjectionStageExecuteMilliseconds,MergeProjectionStageExecuteMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeProjectionStageTotalMilliseconds,MergeProjectionStageTotalMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTotalMilliseconds,MergeTotalMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeAllRangesAnnouncementsSentElapsedMicroseconds,MergeTreeAllRangesAnnouncementsSentElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeDataProjectionWriterMergingBlocksMicroseconds,MergeTreeDataProjectionWriterMergingBlocksMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeDataProjectionWriterSortingBlocksMicroseconds,MergeTreeDataProjectionWriterSortingBlocksMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeDataWriterMergingBlocksMicroseconds,MergeTreeDataWriterMergingBlocksMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeDataWriterProjectionsCalculationMicroseconds,MergeTreeDataWriterProjectionsCalculationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeDataWriterSkipIndicesCalculationMicroseconds,MergeTreeDataWriterSkipIndicesCalculationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeDataWriterSortingBlocksMicroseconds,MergeTreeDataWriterSortingBlocksMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeDataWriterStatisticsCalculationMicroseconds,MergeTreeDataWriterStatisticsCalculationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeTreeReadTaskRequestsSentElapsedMicroseconds,MergeTreeReadTaskRequestsSentElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeVerticalStageExecuteMilliseconds,MergeVerticalStageExecuteMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergeVerticalStageTotalMilliseconds,MergeVerticalStageTotalMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergerMutatorPrepareRangesForMergeElapsedMicroseconds,MergerMutatorPrepareRangesForMergeElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergerMutatorsGetPartsForMergeElapsedMicroseconds,MergerMutatorsGetPartsForMergeElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergesThrottlerSleepMicroseconds,MergesThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MergingSortedMilliseconds,MergingSortedMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MoveBackgroundExecutorTaskCancelMicroseconds,MoveBackgroundExecutorTaskCancelMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MoveBackgroundExecutorTaskExecuteStepMicroseconds,MoveBackgroundExecutorTaskExecuteStepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MoveBackgroundExecutorTaskResetMicroseconds,MoveBackgroundExecutorTaskResetMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MoveBackgroundExecutorWaitMicroseconds,MoveBackgroundExecutorWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MutateTaskProjectionsCalculationMicroseconds,MutateTaskProjectionsCalculationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MutationExecuteMilliseconds,MutationExecuteMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MutationTotalMilliseconds,MutationTotalMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.MutationsThrottlerSleepMicroseconds,MutationsThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.NetworkReceiveElapsedMicroseconds,NetworkReceiveElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.NetworkSendElapsedMicroseconds,NetworkSendElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.OSIOWaitMicroseconds,OSIOWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ObjectStorageQueueCleanupMaxSetSizeOrTTLMicroseconds,ObjectStorageQueueCleanupMaxSetSizeOrTTLMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ObjectStorageQueueLockLocalFileStatusesMicroseconds,ObjectStorageQueueLockLocalFileStatusesMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ObjectStorageQueuePullMicroseconds,ObjectStorageQueuePullMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.OpenedFileCacheMicroseconds,OpenedFileCacheMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasAnnouncementMicroseconds,ParallelReplicasAnnouncementMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasCollectingOwnedSegmentsMicroseconds,ParallelReplicasCollectingOwnedSegmentsMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasHandleAnnouncementMicroseconds,ParallelReplicasHandleAnnouncementMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasHandleRequestMicroseconds,ParallelReplicasHandleRequestMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasProcessingPartsMicroseconds,ParallelReplicasProcessingPartsMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasReadRequestMicroseconds,ParallelReplicasReadRequestMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasStealingByHashMicroseconds,ParallelReplicasStealingByHashMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParallelReplicasStealingLeftoversMicroseconds,ParallelReplicasStealingLeftoversMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ParquetFetchWaitTimeMicroseconds,ParquetFetchWaitTimeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.PartsLockHoldMicroseconds,PartsLockHoldMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.PartsLockWaitMicroseconds,PartsLockWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.PatchesAcquireLockMicroseconds,PatchesAcquireLockMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.RWLockReadersWaitMilliseconds,RWLockReadersWaitMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.RWLockWritersWaitMilliseconds,RWLockWritersWaitMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ReadBufferFromAzureInitMicroseconds,ReadBufferFromAzureInitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ReadBufferFromAzureMicroseconds,ReadBufferFromAzureMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ReadBufferFromS3InitMicroseconds,ReadBufferFromS3InitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ReadBufferFromS3Microseconds,ReadBufferFromS3Microseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ReadPatchesMicroseconds,ReadPatchesMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ReadTaskRequestsSentElapsedMicroseconds,ReadTaskRequestsSentElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.RealTimeMicroseconds,RealTimeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.RemoteReadThrottlerSleepMicroseconds,RemoteReadThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.RemoteWriteThrottlerSleepMicroseconds,RemoteWriteThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ReplacingSortedMilliseconds,ReplacingSortedMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.S3GetRequestThrottlerSleepMicroseconds,S3GetRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.S3PutRequestThrottlerSleepMicroseconds,S3PutRequestThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.S3QueueSetFileProcessedMicroseconds,S3QueueSetFileProcessedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.S3QueueSetFileProcessingMicroseconds,S3QueueSetFileProcessingMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.S3ReadMicroseconds,S3ReadMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.S3WriteMicroseconds,S3WriteMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SchedulerIOReadWaitMicroseconds,SchedulerIOReadWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SchedulerIOWriteWaitMicroseconds,SchedulerIOWriteWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ServerStartupMilliseconds,ServerStartupMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedDatabaseCatalogStateApplicationMicroseconds,SharedDatabaseCatalogStateApplicationMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeDataPartsFetchFromPeerMicroseconds,SharedMergeTreeDataPartsFetchFromPeerMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeHandleBlockingPartsMicroseconds,SharedMergeTreeHandleBlockingPartsMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeHandleFetchPartsMicroseconds,SharedMergeTreeHandleFetchPartsMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeHandleOutdatedPartsMicroseconds,SharedMergeTreeHandleOutdatedPartsMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeScheduleDataProcessingJobMicroseconds,SharedMergeTreeScheduleDataProcessingJobMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeTryUpdateDiskMetadataCacheForPartMicroseconds,SharedMergeTreeTryUpdateDiskMetadataCacheForPartMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeVirtualPartsUpdateMicroseconds,SharedMergeTreeVirtualPartsUpdateMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SharedMergeTreeVirtualPartsUpdatesFromPeerMicroseconds,SharedMergeTreeVirtualPartsUpdatesFromPeerMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SleepFunctionElapsedMicroseconds,SleepFunctionElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SleepFunctionMicroseconds,SleepFunctionMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.StorageBufferLayerLockReadersWaitMilliseconds,StorageBufferLayerLockReadersWaitMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.StorageBufferLayerLockWritersWaitMilliseconds,StorageBufferLayerLockWritersWaitMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.StorageConnectionsElapsedMicroseconds,StorageConnectionsElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SummingSortedMilliseconds,SummingSortedMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SynchronousReadWaitMicroseconds,SynchronousReadWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SynchronousRemoteReadWaitMicroseconds,SynchronousRemoteReadWaitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.SystemTimeMicroseconds,SystemTimeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ThreadPoolReaderPageCacheMissElapsedMicroseconds,ThreadPoolReaderPageCacheMissElapsedMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ThreadpoolReaderPrepareMicroseconds,ThreadpoolReaderPrepareMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ThreadpoolReaderSubmitLookupInCacheMicroseconds,ThreadpoolReaderSubmitLookupInCacheMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ThreadpoolReaderSubmitReadSynchronouslyMicroseconds,ThreadpoolReaderSubmitReadSynchronouslyMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ThreadpoolReaderTaskMicroseconds,ThreadpoolReaderTaskMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.ThrottlerSleepMicroseconds,ThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.UserTimeMicroseconds,UserTimeMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.VersionedCollapsingSortedMilliseconds,VersionedCollapsingSortedMilliseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.WaitPrefetchTaskMicroseconds,WaitPrefetchTaskMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.WriteBufferFromS3Microseconds,WriteBufferFromS3Microseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.events.WriteBufferFromS3WaitInflightLimitMicroseconds,WriteBufferFromS3WaitInflightLimitMicroseconds,system.events,FREE,PERFORMANCE,latency_performance
clickhouse.asynchronous_metrics.CGroupSystemTime,CGroupSystemTime,system.asynchronous_metrics,FREE,PERFORMANCE,other
clickhouse.asynchronous_metrics.CGroupUserTime,CGroupUserTime,system.asynchronous_metrics,FREE,PERFORMANCE,other
clickhouse.events.AddressesDiscovered,AddressesDiscovered,system.events,FREE,PERFORMANCE,other
clickhouse.events.AddressesExpired,AddressesExpired,system.events,FREE,PERFORMANCE,other
clickhouse.events.ArenaAllocChunks,ArenaAllocChunks,system.events,FREE,PERFORMANCE,other
clickhouse.events.AsyncLoggingConsoleDroppedMessages,AsyncLoggingConsoleDroppedMessages,system.events,FREE,PERFORMANCE,other
clickhouse.events.AsyncLoggingConsoleTotalMessages,AsyncLoggingConsoleTotalMessages,system.events,FREE,PERFORMANCE,other
clickhouse.events.AsyncLoggingFileLogDroppedMessages,AsyncLoggingFileLogDroppedMessages,system.events,FREE,PERFORMANCE,other
