metric_name,clickhouse_name,source_table,proposed_tier,tier_type,category
clickhouse.events.InsertQuery,InsertQuery,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.InsertQueryTimeMicroseconds,InsertQueryTimeMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.InsertedBytes,InsertedBytes,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.InsertedCompactParts,InsertedCompactParts,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.InsertedRows,InsertedRows,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.InsertedWideParts,InsertedWideParts,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.MergerMutatorSelectPartsForMergeElapsedMicroseconds,MergerMutatorSelectPartsForMergeElapsedMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.MergerMutatorSelectRangePartsCount,MergerMutatorSelectRangePartsCount,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.ObjectStorageQueueInsertIterations,ObjectStorageQueueInsertIterations,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.OtherQueryTimeMicroseconds,OtherQueryTimeMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.ParallelReplicasQueryCount,ParallelReplicasQueryCount,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.Query,Query,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryBackupThrottlerBytes,QueryBackupThrottlerBytes,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryBackupThrottlerSleepMicroseconds,QueryBackupThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryCacheHits,QueryCacheHits,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryCacheMisses,QueryCacheMisses,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryConditionCacheHits,QueryConditionCacheHits,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryConditionCacheMisses,QueryConditionCacheMisses,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryLocalReadThrottlerBytes,QueryLocalReadThrottlerBytes,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryLocalReadThrottlerSleepMicroseconds,QueryLocalReadThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryLocalWriteThrottlerBytes,QueryLocalWriteThrottlerBytes,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryLocalWriteThrottlerSleepMicroseconds,QueryLocalWriteThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryMaskingRulesMatch,QueryMaskingRulesMatch,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryPreempted,QueryPreempted,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryProfilerConcurrencyOverruns,QueryProfilerConcurrencyOverruns,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryProfilerRuns,QueryProfilerRuns,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryProfilerSignalOverruns,QueryProfilerSignalOverruns,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryRemoteReadThrottlerBytes,QueryRemoteReadThrottlerBytes,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryRemoteReadThrottlerSleepMicroseconds,QueryRemoteReadThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryRemoteWriteThrottlerBytes,QueryRemoteWriteThrottlerBytes,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryRemoteWriteThrottlerSleepMicroseconds,QueryRemoteWriteThrottlerSleepMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.QueryTimeMicroseconds,QueryTimeMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.RejectedInserts,RejectedInserts,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectQueriesWithPrimaryKeyUsage,SelectQueriesWithPrimaryKeyUsage,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectQueriesWithSubqueries,SelectQueriesWithSubqueries,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectQuery,SelectQuery,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectQueryTimeMicroseconds,SelectQueryTimeMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectedBytes,SelectedBytes,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectedMarks,SelectedMarks,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectedMarksTotal,SelectedMarksTotal,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectedParts,SelectedParts,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectedPartsTotal,SelectedPartsTotal,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectedRanges,SelectedRanges,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SelectedRows,SelectedRows,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SharedMergeTreeMergeSelectingTaskMicroseconds,SharedMergeTreeMergeSelectingTaskMicroseconds,system.events,FREE,PERFORMANCE,query_performance
clickhouse.events.SuspendSendingQueryToShard,SuspendSendingQueryToShard,system.events,FREE,PERFORMANCE,query_performance
clickhouse.metrics.ActiveTimersInQueryProfiler,ActiveTimersInQueryProfiler,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.AsyncInsertCacheSize,AsyncInsertCacheSize,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.AsynchronousInsertQueueBytes,AsynchronousInsertQueueBytes,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.AsynchronousInsertQueueSize,AsynchronousInsertQueueSize,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.AsynchronousInsertThreads,AsynchronousInsertThreads,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.AsynchronousInsertThreadsActive,AsynchronousInsertThreadsActive,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.AsynchronousInsertThreadsScheduled,AsynchronousInsertThreadsScheduled,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.BrokenDistributedBytesToInsert,BrokenDistributedBytesToInsert,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.BrokenDistributedFilesToInsert,BrokenDistributedFilesToInsert,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.ConcurrentQueryAcquired,ConcurrentQueryAcquired,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.ConcurrentQueryScheduled,ConcurrentQueryScheduled,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.CreatedTimersInQueryProfiler,CreatedTimersInQueryProfiler,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.DelayedInserts,DelayedInserts,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.DistributedBytesToInsert,DistributedBytesToInsert,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.DistributedFilesToInsert,DistributedFilesToInsert,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.DistributedInsertThreads,DistributedInsertThreads,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.DistributedInsertThreadsActive,DistributedInsertThreadsActive,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.DistributedInsertThreadsScheduled,DistributedInsertThreadsScheduled,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.MergeTreeDataSelectExecutorThreads,MergeTreeDataSelectExecutorThreads,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.MergeTreeDataSelectExecutorThreadsActive,MergeTreeDataSelectExecutorThreadsActive,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.MergeTreeDataSelectExecutorThreadsScheduled,MergeTreeDataSelectExecutorThreadsScheduled,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.ParallelWithQueryActiveThreads,ParallelWithQueryActiveThreads,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.ParallelWithQueryScheduledThreads,ParallelWithQueryScheduledThreads,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.ParallelWithQueryThreads,ParallelWithQueryThreads,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.PendingAsyncInsert,PendingAsyncInsert,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.Query,Query,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryCacheBytes,QueryCacheBytes,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryCacheEntries,QueryCacheEntries,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryConditionCacheBytes,QueryConditionCacheBytes,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryConditionCacheEntries,QueryConditionCacheEntries,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryPipelineExecutorThreads,QueryPipelineExecutorThreads,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryPipelineExecutorThreadsActive,QueryPipelineExecutorThreadsActive,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryPipelineExecutorThreadsScheduled,QueryPipelineExecutorThreadsScheduled,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryPreempted,QueryPreempted,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.metrics.QueryThread,QueryThread,system.metrics,FREE,PERFORMANCE,query_performance
clickhouse.asynchronous_metrics.ReplicasMaxAbsoluteDelay,ReplicasMaxAbsoluteDelay,system.asynchronous_metrics,FREE,PERFORMANCE,replication_performance
clickhouse.asynchronous_metrics.ReplicasMaxQueueSize,ReplicasMaxQueueSize,system.asynchronous_metrics,FREE,PERFORMANCE,replication_performance
clickhouse.asynchronous_metrics.ReplicasMaxRelativeDelay,ReplicasMaxRelativeDelay,system.asynchronous_metrics,FREE,PERFORMANCE,replication_performance
clickhouse.asynchronous_metrics.ReplicasSumQueueSize,ReplicasSumQueueSize,system.asynchronous_metrics,FREE,PERFORMANCE,replication_performance
clickhouse.events.HedgedRequestsChangeReplica,HedgedRequestsChangeReplica,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.ParallelReplicasAvailableCount,ParallelReplicasAvailableCount,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.ParallelReplicasDeniedRequests,ParallelReplicasDeniedRequests,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.ParallelReplicasNumRequests,ParallelReplicasNumRequests,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.ParallelReplicasUnavailableCount,ParallelReplicasUnavailableCount,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.ParallelReplicasUsedCount,ParallelReplicasUsedCount,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RefreshableViewSyncReplicaSuccess,RefreshableViewSyncReplicaSuccess,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSCancelledPrefetches,RemoteFSCancelledPrefetches,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSLazySeeks,RemoteFSLazySeeks,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSPrefetchedBytes,RemoteFSPrefetchedBytes,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSPrefetches,RemoteFSPrefetches,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSSeeks,RemoteFSSeeks,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSSeeksWithReset,RemoteFSSeeksWithReset,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSUnprefetchedBytes,RemoteFSUnprefetchedBytes,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.RemoteFSUnusedPrefetches,RemoteFSUnusedPrefetches,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.events.ReplicatedDataLoss,ReplicatedDataLoss,system.events,FREE,PERFORMANCE,replication_performance
clickhouse.metrics.AttachedReplicatedTable,AttachedReplicatedTable,system.metrics,FREE,PERFORMANCE,replication_performance
clickhouse.metrics.DistributedSend,DistributedSend,system.metrics,FREE,PERFORMANCE,replication_performance
clickhouse.metrics.ReplicatedChecks,ReplicatedChecks,system.metrics,FREE,PERFORMANCE,replication_performance
clickhouse.metrics.ReplicatedFetch,ReplicatedFetch,system.metrics,FREE,PERFORMANCE,replication_performance
clickhouse.metrics.ReplicatedSend,ReplicatedSend,system.metrics,FREE,PERFORMANCE,replication_performance
clickhouse.events.HashJoinPreallocatedElementsInHashTables,HashJoinPreallocatedElementsInHashTables,system.events,FREE,PERFORMANCE,resource_diagnostics
clickhouse.events.JoinBuildTableRowCount,JoinBuildTableRowCount,system.events,FREE,PERFORMANCE,resource_diagnostics
clickhouse.events.JoinProbeTableRowCount,JoinProbeTableRowCount,system.events,FREE,PERFORMANCE,resource_diagnostics
clickhouse.events.RefreshableViewRefreshSuccess,RefreshableViewRefreshSuccess,system.events,FREE,PERFORMANCE,resource_diagnostics
clickhouse.events.PolygonsAddedToPool,PolygonsAddedToPool,system.events,FREE,PERFORMANCE,resource_utilization
clickhouse.events.PolygonsInPoolAllocatedBytes,PolygonsInPoolAllocatedBytes,system.events,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundCommonPoolSize,BackgroundCommonPoolSize,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundCommonPoolTask,BackgroundCommonPoolTask,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundDistributedSchedulePoolSize,BackgroundDistributedSchedulePoolSize,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundDistributedSchedulePoolTask,BackgroundDistributedSchedulePoolTask,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundFetchesPoolSize,BackgroundFetchesPoolSize,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundFetchesPoolTask,BackgroundFetchesPoolTask,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundMessageBrokerSchedulePoolSize,BackgroundMessageBrokerSchedulePoolSize,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundMessageBrokerSchedulePoolTask,BackgroundMessageBrokerSchedulePoolTask,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundMovePoolSize,BackgroundMovePoolSize,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundMovePoolTask,BackgroundMovePoolTask,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundSchedulePoolSize,BackgroundSchedulePoolSize,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.metrics.BackgroundSchedulePoolTask,BackgroundSchedulePoolTask,system.metrics,FREE,PERFORMANCE,resource_utilization
clickhouse.asynchronous_metrics.NumberOfDetachedByUserParts,NumberOfDetachedByUserParts,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.NumberOfDetachedParts,NumberOfDetachedParts,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.ReplicasMaxMergesInQueue,ReplicasMaxMergesInQueue,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.ReplicasSumMergesInQueue,ReplicasSumMergesInQueue,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.TotalBytesOfMergeTreeTables,TotalBytesOfMergeTreeTables,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.TotalBytesOfMergeTreeTablesSystem,TotalBytesOfMergeTreeTablesSystem,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.TotalPartsOfMergeTreeTables,TotalPartsOfMergeTreeTables,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.TotalPartsOfMergeTreeTablesSystem,TotalPartsOfMergeTreeTablesSystem,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.TotalRowsOfMergeTreeTables,TotalRowsOfMergeTreeTables,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.asynchronous_metrics.TotalRowsOfMergeTreeTablesSystem,TotalRowsOfMergeTreeTablesSystem,system.asynchronous_metrics,FREE,PERFORMANCE,storage_performance
clickhouse.events.CoordinatedMergesMergeAssignmentRequest,CoordinatedMergesMergeAssignmentRequest,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.CoordinatedMergesMergeAssignmentResponse,CoordinatedMergesMergeAssignmentResponse,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorLockStateExclusivelyCount,CoordinatedMergesMergeCoordinatorLockStateExclusivelyCount,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorLockStateForShareCount,CoordinatedMergesMergeCoordinatorLockStateForShareCount,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.CoordinatedMergesMergeCoordinatorUpdateCount,CoordinatedMergesMergeCoordinatorUpdateCount,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.CoordinatedMergesMergeWorkerUpdateCount,CoordinatedMergesMergeWorkerUpdateCount,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.CreatedLogEntryForMerge,CreatedLogEntryForMerge,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ExternalJoinMerge,ExternalJoinMerge,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ExternalSortMerge,ExternalSortMerge,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.IgnoredColdParts,IgnoredColdParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.Merge,Merge,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergeSourceParts,MergeSourceParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergeTreeAllRangesAnnouncementsSent,MergeTreeAllRangesAnnouncementsSent,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergedColumns,MergedColumns,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergedIntoCompactParts,MergedIntoCompactParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergedIntoWideParts,MergedIntoWideParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergedRows,MergedRows,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergedUncompressedBytes,MergedUncompressedBytes,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergerMutatorPartsInRangesForMergeCount,MergerMutatorPartsInRangesForMergeCount,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergerMutatorRangesForMergeCount,MergerMutatorRangesForMergeCount,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.MergesThrottlerBytes,MergesThrottlerBytes,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.NotCreatedLogEntryForMerge,NotCreatedLogEntryForMerge,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ObsoleteReplicatedParts,ObsoleteReplicatedParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.PreferredWarmedUnmergedParts,PreferredWarmedUnmergedParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ReplicaPartialShutdown,ReplicaPartialShutdown,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ReplicatedPartChecks,ReplicatedPartChecks,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ReplicatedPartFetches,ReplicatedPartFetches,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ReplicatedPartFetchesOfMerged,ReplicatedPartFetchesOfMerged,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.ReplicatedPartMerges,ReplicatedPartMerges,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.RestorePartsSkippedBytes,RestorePartsSkippedBytes,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.RestorePartsSkippedFiles,RestorePartsSkippedFiles,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeCondemnedPartsKillRequest,SharedMergeTreeCondemnedPartsKillRequest,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeCondemnedPartsLockConfict,SharedMergeTreeCondemnedPartsLockConfict,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeCondemnedPartsRemoved,SharedMergeTreeCondemnedPartsRemoved,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeDataPartsFetchAttempt,SharedMergeTreeDataPartsFetchAttempt,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeDataPartsFetchFromPeer,SharedMergeTreeDataPartsFetchFromPeer,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeDataPartsFetchFromS3,SharedMergeTreeDataPartsFetchFromS3,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeHandleBlockingParts,SharedMergeTreeHandleBlockingParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeHandleOutdatedParts,SharedMergeTreeHandleOutdatedParts,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeMergePartsMovedToCondemned,SharedMergeTreeMergePartsMovedToCondemned,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeMergePartsMovedToOudated,SharedMergeTreeMergePartsMovedToOudated,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeOptimizeAsync,SharedMergeTreeOptimizeAsync,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeOptimizeSync,SharedMergeTreeOptimizeSync,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeOutdatedPartsHTTPRequest,SharedMergeTreeOutdatedPartsHTTPRequest,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeOutdatedPartsHTTPResponse,SharedMergeTreeOutdatedPartsHTTPResponse,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeScheduleDataProcessingJob,SharedMergeTreeScheduleDataProcessingJob,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeScheduleDataProcessingJobNothingToScheduled,SharedMergeTreeScheduleDataProcessingJobNothingToScheduled,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeVirtualPartsUpdates,SharedMergeTreeVirtualPartsUpdates,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeVirtualPartsUpdatesByLeader,SharedMergeTreeVirtualPartsUpdatesByLeader,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeVirtualPartsUpdatesForMergesOrStatus,SharedMergeTreeVirtualPartsUpdatesForMergesOrStatus,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeVirtualPartsUpdatesFromPeer,SharedMergeTreeVirtualPartsUpdatesFromPeer,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.events.SharedMergeTreeVirtualPartsUpdatesPeerNotFound,SharedMergeTreeVirtualPartsUpdatesPeerNotFound,system.events,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.CoordinatedMergesCoordinatorAssignedMerges,CoordinatedMergesCoordinatorAssignedMerges,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.CoordinatedMergesCoordinatorRunningMerges,CoordinatedMergesCoordinatorRunningMerges,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.CoordinatedMergesWorkerAssignedMerges,CoordinatedMergesWorkerAssignedMerges,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.Merge,Merge,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.MergeParts,MergeParts,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.MergeTreeAllRangesAnnouncementsSent,MergeTreeAllRangesAnnouncementsSent,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsActive,PartsActive,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsCommitted,PartsCommitted,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsCompact,PartsCompact,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsDeleteOnDestroy,PartsDeleteOnDestroy,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsDeleting,PartsDeleting,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsOutdated,PartsOutdated,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsPreActive,PartsPreActive,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsPreCommitted,PartsPreCommitted,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsTemporary,PartsTemporary,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.PartsWide,PartsWide,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.SharedMergeTreeAssignedCurrentParts,SharedMergeTreeAssignedCurrentParts,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.SharedMergeTreeFetch,SharedMergeTreeFetch,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.metrics.TemporaryFilesForMerge,TemporaryFilesForMerge,system.metrics,FREE,PERFORMANCE,storage_performance
clickhouse.events.ArenaAllocBytes,ArenaAllocBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.BackupThrottlerBytes,BackupThrottlerBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.FileSegmentUsedBytes,FileSegmentUsedBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.FilterTransformPassedBytes,FilterTransformPassedBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.FilterTransformPassedRows,FilterTransformPassedRows,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfaceInterserverReceiveBytes,InterfaceInterserverReceiveBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfaceInterserverSendBytes,InterfaceInterserverSendBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfaceMySQLReceiveBytes,InterfaceMySQLReceiveBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfaceMySQLSendBytes,InterfaceMySQLSendBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfaceNativeReceiveBytes,InterfaceNativeReceiveBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfaceNativeSendBytes,InterfaceNativeSendBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfacePostgreSQLReceiveBytes,InterfacePostgreSQLReceiveBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfacePostgreSQLSendBytes,InterfacePostgreSQLSendBytes,system.events,FREE,PERFORMANCE,throughput_performance
clickhouse.events.InterfacePrometheusReceiveBytes,InterfacePrometheusReceiveBytes,system.events,FREE,PERFORMANCE,throughput_performance
