pinot.controller.pinot_controller_numMinionSubtasksError_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numMinionSubtasksError",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_numMinionSubtasksRunning_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numMinionSubtasksRunning",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_numMinionSubtasksWaiting_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numMinionSubtasksWaiting",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_numMinionTasksInProgress_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numMinionTasksInProgress",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_numberSegmentUploadTimeoutExceeded_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberSegmentUploadTimeoutExceeded",type="ControllerMetrics",attribute=Count",0,pinot.controller,,
pinot.controller.pinot_controller_numberSegmentUploadTimeoutExceeded_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberSegmentUploadTimeoutExceeded",type="ControllerMetrics",attribute=FifteenMinuteRate",0,pinot.controller,,
pinot.controller.pinot_controller_numberSegmentUploadTimeoutExceeded_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberSegmentUploadTimeoutExceeded",type="ControllerMetrics",attribute=FiveMinuteRate",0,pinot.controller,,
pinot.controller.pinot_controller_numberSegmentUploadTimeoutExceeded_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberSegmentUploadTimeoutExceeded",type="ControllerMetrics",attribute=MeanRate",0,pinot.controller,,
pinot.controller.pinot_controller_numberSegmentUploadTimeoutExceeded_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberSegmentUploadTimeoutExceeded",type="ControllerMetrics",attribute=OneMinuteRate",0,pinot.controller,,
pinot.controller.pinot_controller_numberTimesScheduleTasksCalled_Count,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberTimesScheduleTasksCalled",type="ControllerMetrics",attribute=Count",0,pinot.controller,,
pinot.controller.pinot_controller_numberTimesScheduleTasksCalled_FifteenMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberTimesScheduleTasksCalled",type="ControllerMetrics",attribute=FifteenMinuteRate",0,pinot.controller,,
pinot.controller.pinot_controller_numberTimesScheduleTasksCalled_FiveMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberTimesScheduleTasksCalled",type="ControllerMetrics",attribute=FiveMinuteRate",0,pinot.controller,,
pinot.controller.pinot_controller_numberTimesScheduleTasksCalled_MeanRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberTimesScheduleTasksCalled",type="ControllerMetrics",attribute=MeanRate",0,pinot.controller,,
pinot.controller.pinot_controller_numberTimesScheduleTasksCalled_OneMinuteRate,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.numberTimesScheduleTasksCalled",type="ControllerMetrics",attribute=OneMinuteRate",0,pinot.controller,,
pinot.controller.pinot_controller_offlineTableCount_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.offlineTableCount",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_onlineMinionInstances_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.onlineMinionInstances",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_percentMinionSubtasksInError_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.percentMinionSubtasksInError",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_percentMinionSubtasksInQueue_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.percentMinionSubtasksInQueue",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_periodicTaskNumTablesProcessed_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.periodicTaskNumTablesProcessed",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_pinotControllerLeader_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.pinotControllerLeader",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_pinotLeadControllerResourceEnabled_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.pinotLeadControllerResourceEnabled",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_realtimeTableCount_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.realtimeTableCount",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_segmentDownloadsInProgress_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.segmentDownloadsInProgress",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_segmentUploadsInProgress_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.segmentUploadsInProgress",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_tableWithoutSchemaCount_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.tableWithoutSchemaCount",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_tierBackendTableCount_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.tierBackendTableCount",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_upsertTableCount_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.upsertTableCount",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_version,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.version.1_2_0",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.pinot_controller_version_Value,,,,,"Attribute exposed for management "org.apache.pinot.common.metrics":name="pinot.controller.version",type="ControllerMetrics",attribute=Value",0,pinot.controller,,
pinot.controller.process_cpu_seconds_total,count,,,,Total user and system CPU time spent in seconds.,0,pinot.controller,,
pinot.controller.process_max_fds,gauge,,,,Maximum number of open file descriptors.,0,pinot.controller,,
pinot.controller.process_open_fds,gauge,,,,Number of open file descriptors.,0,pinot.controller,,
pinot.controller.process_resident_memory_bytes,gauge,,,,Resident memory size in bytes.,0,pinot.controller,,
pinot.controller.process_start_time_seconds,gauge,,,,Start time of the process since unix epoch in seconds.,0,pinot.controller,,
pinot.controller.process_virtual_memory_bytes,gauge,,,,Virtual memory size in bytes.,0,pinot.controller,,
